Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,Page URL,Download File,Perpetrator,Policy,Latitude,Longitude,Missing,
18370,News Article,Argus Leader/The Daily Argus-Leader,Sioux+Falls,South+Dakota,17-Dec-42,1,U. S. Scores Jewish Purge,Joins Other United Nations Governments in Condemning Nazis,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,https://newspapers.ushmm.org/article/18370,https://www.newspapers.com/clip/21705494/,n,n,43.5460213,-96.731275,[0],
17548,News Article,Marshalltown Times-Republican,Marshalltown,Iowa,17-Dec-42,15,Nazi Blood Policy Scored By 11 Nations,U.S. Joins in Condemning Germany's Extermination of Jews,AP,Allies Denounce Nazi Plan to Exterminate the Jews,http://marshalltown.advantage-preservation.com/,Published,Jonathan Bundy,https://newspapers.ushmm.org/article/17548,https://newspapers.ushmm.org/manager/article/photo/14327/original,y,y,42.0494664,-92.908047,[98],
16348,News Article,The Chillicothe Constitution-Tribune,Chillicothe,Missouri,17-Dec-42,24,Germany's Jewish Policy Condemned,United States Pledges Those Responsible ‚Äö√Ñ√∫Shall Not Escape Retribution.‚Äö√Ñ√π,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Michael Guerra-York,https://newspapers.ushmm.org/article/16348,https://www.newspapers.com/clip/19669249/,y,y,39.7952936,-93.552446,"[4,5,6]",
16052,News Article,Moberly Monitor-Index and Moberly Evening Democrat,Moberly,Missouri,17-Dec-42,1,Cold-Blooded Extermination of Jews Condemned,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,August Sonnenberg,https://newspapers.ushmm.org/article/16052,https://www.newspapers.com/clip/14144430/,n,n,39.4183679,-92.438247,"[4,5,6]",
15668,News Article,The Iola Register/The Iola Daily Register,Iola,Kansas,17-Dec-42,1,Allies Condemn Jew Slaughter,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Jake Loman,https://newspapers.ushmm.org/article/15668,https://www.newspapers.com/clip/18889853/,n,n,37.9244789,-95.399991,"[5,6]",
13263,News Article,Nashua Telegraph,Nashua,New+Hampshire,17-Dec-42,11,Pledges Retribution For Jewish Extermination,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,http://nashua.advantage-preservation.com/,Published,Rhys Schueren,https://newspapers.ushmm.org/article/13263,https://newspapers.ushmm.org/manager/article/photo/10589/original,n,n,42.7653652,-71.467576,[6],
12475,News Article,The Bellingham Herald,Bellingham,Washington,17-Dec-42,10,Nazi Slaughter Of Jews Denounced,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,http://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=EANX-NB&p_theme=ahnp_nb&p_nbid=Q4DU52SFMTQ0OTUzMDkwMi43MDI0MDE6MToxMjoxNjQuODIuMzIuMTM&p_action=doc&s_lastnonissuequeryname=2&d_viewref=search&p_queryname=2&p_docnum=7&p_docref=v2:13D5DA85AE0,Not Approved,Ria Gupta,https://newspapers.ushmm.org/article/12475,https://newspapers.ushmm.org/manager/article/photo/10100/original,y,n,48.7519102,-122.4787,[0],
12424,News Article,The Daily Olympian/The Sunday Olympian,Olympia,Washington,17-Dec-42,14,U.S. Condemns Hitler's Purge Of Europe Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newsbank (http://infoweb.newsbank.com/),Published,Mcgill Koch,https://newspapers.ushmm.org/article/12424,https://newspapers.ushmm.org/manager/article/photo/10049/original,y,n,47.0378731,-122.90071,[98],
12295,News Article,The Christian Science Monitor,Boston,Massachusetts,17-Dec-42,1,Allies Pledge Retribution for Jew Killings,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,ProQuest Historical Newspapers (www.proquest.com),Published,Gabija Saginaite,https://newspapers.ushmm.org/article/12295,https://newspapers.ushmm.org/manager/article/photo/9953/original,n,n,42.3600815,-71.05889,[0],includes
11121,News Article,St. Louis Post-Dispatch,St.+Louis,Missouri,17-Dec-42,1C,Allies Promise Retribution For Killing of Jews,State Department Says Reports Indicate Nazis Are Carrying Out Extermination Policy.,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Susan T Hessel,https://newspapers.ushmm.org/article/11121,https://newspapers.ushmm.org/manager/article/photo/9417/original,n,n,38.6270015,-90.199414,"[3,4,5,6]",includes
8913,News Article,The Sedalia Democrat,Sedalia,Missouri,17-Dec-42,1,Condemn Axis Treatment Of The Jews,U.S. and Other Nations Pledge Retributions,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,James Rebein,https://newspapers.ushmm.org/article/8913,https://newspapers.ushmm.org/manager/article/photo/7820/original,y,n,38.7044599,-93.228271,[98],
2814,News Article,The Ludington Daily News,Ludington,Michigan,17-Dec-42,1,Promise Punishment for Axis Jew Killers,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,https://newspapers.ushmm.org/article/2814,https://newspapers.ushmm.org/manager/article/photo/2673/original,y,n,43.9552815,-86.452593,[98],
2838,News Article,Honolulu Star-Bulletin,Honolulu,Hawaii,17-Dec-42,1,U.S. Condemns Nazis' Jew Butchery Policy,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Library of Congress,Published,Helena Zinkham,https://newspapers.ushmm.org/article/2838,https://newspapers.ushmm.org/manager/article/photo/2697/original,y,y,21.3098835,-157.85815,"[4,5,6]",
2339,News Article,Lawrence Daily Journal-World,Lawrence,Kansas,17-Dec-42,1,U.S. Joins Protest,Nazi Policy of Extermination of Jews Will Bring Retribution,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,https://newspapers.ushmm.org/article/2339,https://newspapers.ushmm.org/manager/article/photo/2221/original,n,n,38.9716679,-95.23526,[98],
2385,News Article,Lewiston Evening Journal,Lewiston,Maine,17-Dec-42,8,U.S. Condemns Nazi Policy on Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mary Allred,https://newspapers.ushmm.org/article/2385,https://newspapers.ushmm.org/manager/article/photo/2257/original,y,y,44.10035,-70.214786,[98],
1991,News Article,The Free Lance-Star,Fredericksburg,Virginia,17-Dec-42,A-1,United Nations Condemn Nazi Slaughter of Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Central Rappahannock Regional Library,Published,Andrea Hoffman,https://newspapers.ushmm.org/article/1991,https://newspapers.ushmm.org/manager/article/photo/1894/original,y,n,38.3031827,-77.46055,[0],
1211,News Article,Denver Post,Denver,Colorado,17-Dec-42,1,U.S. Condemns Nazi Barbarity Toward Jews,Joins Allied Protests on Bestial Policy of Extermination,AP,Allies Denounce Nazi Plan to Exterminate the Jews,"Stephen H. Hart Library & Research Center, History Colorado",Published,Sarah Gilmor,https://newspapers.ushmm.org/article/1211,https://newspapers.ushmm.org/manager/article/photo/1146/original,y,n,39.7392348,-104.99026,[98],
252,News Article,Youngstown Vindicator and the Youngstown Telegram,Youngstown,Ohio,17-Dec-42,"1, 22",U.S. Condemns Killing of Jews,"Joins Allies in Hitting Nazi ""Bestial Policy""",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Maag Library Youngstown,Published,Randy Walters,https://newspapers.ushmm.org/article/252,https://newspapers.ushmm.org/manager/article/photo/233/original,n,n,41.0997793,-80.649529,[98],
451,News Article,Fitchburg Sentinel,Fitchburg,Massachusetts,17-Dec-42,1,Condemn Nazis 'Bestial Policy' Toward Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,https://newspapers.ushmm.org/article/451,https://newspapers.ushmm.org/manager/article/photo/415/original,y,y,42.5834218,-71.802306,"[4,5,6]",
449,News Article,Panama City News-Herald,Panama+City,Florida,17-Dec-42,1,U.S. Condemns Nazis' Policy Against Jews,"Retribution Promised For 'Bestial, Cold-Blooded Extermination'",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Lael Fuller,https://newspapers.ushmm.org/article/449,https://newspapers.ushmm.org/manager/article/photo/413/original,y,y,30.1588119,-85.660216,[98],
8,News Article,The Evening Star/The Washington Evening Star,Washington,District+Of+Columbia,17-Dec-42,A-4,"U.S., Allies Promise Retribution for Nazi Slaughter of Jews",State Department Says 'Those Responsible' Will Be Punished,Associated Press,Allies Denounce Nazi Plan to Exterminate the Jews,http://dclibrary.org/node/46359,Not Approved,David Klevan,https://newspapers.ushmm.org/article/8,https://newspapers.ushmm.org/manager/article/photo/5/original,y,n,38.9071913,-77.036881,"[4,5]",
280,News Article,The Evening Independent (St. Petersburg),St.+Petersburg,Florida,17-Dec-42,1,Nazi Slaughter of Jews Condemned,"U.S. Joins with Allies in Rapping 'Besital Policy""' ; Poland Slaughter House",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Mackenzie Sulenski,https://newspapers.ushmm.org/article/280,https://newspapers.ushmm.org/manager/article/photo/259/original,y,n,27.7675998,-82.640301,[0],
274,News Article,Cumberland Evening Times,Cumberland,Maryland,17-Dec-42,1,Cold-Blooded Jew Killings Is Condemned,United States Joins Other United Nations In Pledging Punishment For Those Responsible,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Library of Congress,Published,Eric Schmalz,https://newspapers.ushmm.org/article/274,https://newspapers.ushmm.org/manager/article/photo/253/original,n,n,39.6528644,-78.762529,[98],
305,News Article,The Eugene Register-Guard/The Eugene Guard,Eugene,Oregon,17-Dec-42,1,Allies Promise Retribution for Nazi Slaughter of Jews,,Associated Press,Allies Denounce Nazi Plan to Exterminate the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Eadie Kremer,https://newspapers.ushmm.org/article/305,https://newspapers.ushmm.org/manager/article/photo/283/original,y,n,44.0520681,-123.08676,[0],
53102,News Article,The Austin American,Austin,Texas,18-Dec-42,10,Inhuman Acts Against Jews to be Punished,Hull Emphasizes Allies Bound in Retribution Move,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,https://newspapers.ushmm.org/article/53102,https://www.newspapers.com/clip/90342184/the-austin-american/,n,n,30.267152,-97.743071,[99],
52948,News Article,Salamanca Republican-Press,Salamanca,New+York,18-Dec-42,3,U.S. and Allies Condemn Nazi Plan to Erase all Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Abigail Finkelberg,https://newspapers.ushmm.org/article/52948,https://newspapers.ushmm.org/manager/article/photo/32027/original,y,n,42.1578402,-78.715041,"[4,5,6]",
52573,News Article,Montpelier Evening Argus,Montpelier,Vermont,18-Dec-42,6,U. S. Condemns Nazi Bestial Policy Towards Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,https://newspapers.ushmm.org/article/52573,https://www.newspapers.com/clip/89531382/montpelier-evening-argus/,y,y,44.2600583,-72.575397,[6],
51842,News Article,"The Morning Herald (Hagerstown, Maryland)",Hagerstown,Maryland,18-Dec-42,20,German Policy is Condemned,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,https://newspapers.ushmm.org/article/51842,https://www.newspapers.com/clip/88230448/the-morning-herald/,y,y,39.6417619,-77.720003,[99],
49921,News Article,The Roanoke Times,Roanoke,Virginia,18-Dec-42,19,Allies Condemn Jews' Treatment,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newsbank (http://infoweb.newsbank.com/),Published,Scarlet Woofter,https://newspapers.ushmm.org/article/49921,https://newspapers.ushmm.org/manager/article/photo/31281/original,n,n,37.2709694,-79.941437,[99],
49415,News Article,The Morning Call/The Allentown Morning Call,Allentown,Pennsylvania,18-Dec-42,7,Allies Condemn Nazi Slaughter of Europe's Jews,U.S. Joins Pledge to Find and Punish Those Guilty of Inhuman Acts,AP,Allies Denounce Nazi Plan to Exterminate the Jews,New York Public Library,Published,Sandra Auerbach,https://newspapers.ushmm.org/article/49415,https://newspapers.ushmm.org/manager/article/photo/30573/original,y,n,40.6022929,-75.47142,[99],
48639,News Article,The Birmingham Age-Herald,Birmingham,Alabama,18-Dec-42,19,German Killing of Jews Condemned,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Birmingham Public Library and Archives,Published,Emma Herr,https://newspapers.ushmm.org/article/48639,https://newspapers.ushmm.org/manager/article/photo/30407/original,y,n,33.5185882,-86.810367,[99],
46745,News Article,The Williston Herald,Williston,North+Dakota,18-Dec-42,5,Nazi Policy on Jews is Rapped,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,The Williston Herald holdings: bound newspaper copies,Published,Aliah Custodio,https://newspapers.ushmm.org/article/46745,https://newspapers.ushmm.org/manager/article/photo/29627/original,y,y,48.1469673,-103.61798,[6],
40687,News Article,The Arizona Daily Star,Tucson,Arizona,18-Dec-42,6,Nazi Treatment of Jews Rapped,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,https://newspapers.ushmm.org/article/40687,https://www.newspapers.com/clip/61832816/,y,n,32.2226056,-110.97472,[99],
34504,News Article,The Rutland Daily Herald/The Rutland Herald,Rutland,Vermont,18-Dec-42,2,Nazi Jewish Policy Hit,United Nations to Punish All Those Responsible for Extermination of Jews,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,https://newspapers.ushmm.org/article/34504,https://newspapers.ushmm.org/manager/article/photo/26723/original,y,y,43.6106227,-72.972617,[98],
34311,News Article,The Charlotte Observer,Charlotte,North+Carolina,18-Dec-42,19,Denounce Nazi Jewish Policy,U.S. and Other United Nations Join In Condemning Extermination Program,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Anne Palmer,https://newspapers.ushmm.org/article/34311,https://www.newspapers.com/clip/50008160/,y,y,35.2270859,-80.843137,[99],
30635,News Article,New York Herald Tribune,New+York,New+York,18-Dec-42,17,U.S. and Allies Vow to Avenge Killing of Jews,"Nazis Responsible for Policy of Extermination Face Punishment, Hull Says",AP,Allies Denounce Nazi Plan to Exterminate the Jews,New York Public Library,Published,Sandra Auerbach,https://newspapers.ushmm.org/article/30635,https://newspapers.ushmm.org/manager/article/photo/24656/original,n,n,40.7127743,-74.005983,[99],
30633,News Article,The Hartford Courant,Hartford,Connecticut,18-Dec-42,12,United Nations Condemn Nazi Acts Against Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,New York Public Library,Published,Sandra Auerbach,https://newspapers.ushmm.org/article/30633,https://newspapers.ushmm.org/manager/article/photo/24655/original,y,n,41.7658033,-72.673382,[99],
30629,News Article,The New York Daily News/The Daily News,New+York,New+York,18-Dec-42,24,United Nations Vow To Get Jews' Killers,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,New York Public Library,Published,Sandra Auerbach,https://newspapers.ushmm.org/article/30629,https://newspapers.ushmm.org/manager/article/photo/24652/original,n,n,40.7127743,-74.005983,[99],
30484,News Article,The Chicago Daily Tribune/The Chicago Tribune,Chicago,Illinois,18-Dec-42,21,Hull Voices World Pledge to Avenge Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,New York Public Library,Published,Sandra Auerbach,https://newspapers.ushmm.org/article/30484,https://newspapers.ushmm.org/manager/article/photo/24528/original,n,n,41.8781126,-87.629808,[99],
28513,News Article,Johnson City Chronicle,Johnson+City,Tennessee,18-Dec-42,11,Allies Vow Nazis Will Be Punished For Persecutions,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Jacob Brawley,https://newspapers.ushmm.org/article/28513,https://www.newspapers.com/clip/35966066/johnson_city_chronicle/,y,n,36.3134387,-82.353483,[99],
26008,News Article,The Cumberland News,Cumberland,Maryland,18-Dec-42,2,Germany's Policy Of Exterminating Jews Condemned,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Ryan Bellafiore,https://newspapers.ushmm.org/article/26008,https://www.newspapers.com/clip/38925478/,y,y,39.6528644,-78.762529,[99],
24941,News Article,The Helena Independent/The Helena Daily Independent/The Independent-Record,Helena,Montana,18-Dec-42,3,Nazis' Treatment of Jews Assailed by U.S.,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Julie Morgan,https://newspapers.ushmm.org/article/24941,https://newspapers.ushmm.org/manager/article/photo/19601/original,y,n,46.5891442,-112.03912,"[2,5,6]",
23209,News Article,San Francisco Examiner,San+Francisco,California,18-Dec-42,3,Allies Warn Nazis On Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,https://newspapers.ushmm.org/article/23209,https://www.newspapers.com/clip/28509576/,y,n,37.7749285,-122.41943,[99],
20636,News Article,The Nashville Tennessean,Nashville,Tennessee,18-Dec-42,31,U.S. Condemns Killing of Jews,United Nations Join In Making Pledge For Retribution,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,https://newspapers.ushmm.org/article/20636,https://www.newspapers.com/clip/24817017/,n,n,36.1626628,-86.781612,[99],
20416,News Article,Muncie Evening Press,Muncie,Indiana,18-Dec-42,3,America Joins in Condemnation of Jewish Murders,Retribution is Promised for Butchery in Europe,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Stasia Tanzer,https://newspapers.ushmm.org/article/20416,https://www.newspapers.com/clip/24645351/,n,n,40.1933757,-85.38637,[6],
18989,News Article,The Raleigh Register (West Virginia),Beckley,West+Virginia,18-Dec-42,8,Nations Condemn Nazi Persecution,Reiterate That Those Responsible Will Not Escape Retribution,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Susan T Hessel,https://newspapers.ushmm.org/article/18989,https://www.newspapers.com/clip/22923491/nations_condemn_nazi_persecution/,y,n,37.7781692,-81.188166,[6],
18902,News Article,The Atlanta Constitution,Atlanta,Georgia,18-Dec-42,2,Allies Join To Condemn Axis Treatment of Jews,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,New York Public Library,Published,Sandra Auerbach,https://newspapers.ushmm.org/article/18902,https://newspapers.ushmm.org/manager/article/photo/15213/original,y,n,33.7489944,-84.387992,[99],
18691,News Article,The Dallas Morning News,Dallas,Texas,18-Dec-42,8,U.S. Pledges Punishment of Jew Killers,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,www.genealogybank.com,Not Approved,Samantha Ochoa,https://newspapers.ushmm.org/article/18691,https://newspapers.ushmm.org/manager/article/photo/15084/original,n,n,32.7766632,-96.796998,[99],
18359,News Article,The Greenville News,Greenville,South+Carolina,18-Dec-42,10,Persecution of Europe's Jews To Be Avenged,United Nations Pledge To Make Those Responsible Pay Dearly,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Amy Minton,https://newspapers.ushmm.org/article/18359,https://www.newspapers.com/clip/21510427/nazi_plan_un/,n,n,34.8526166,-82.39402,[99],
15275,News Article,The Nebraska State Journal/Lincoln Nebraska State Journal,Lincoln,Nebraska,18-Dec-42,4,Treatment of Jews is Condemned,Retribution is promised nazis,AP,Allies Denounce Nazi Plan to Exterminate the Jews,University of Nebraska at Omaha: Dr. C.C. and Mabel L. Criss Library (https://www.unomaha.edu/criss-library/index.php),Published,Jasey Christensen,https://newspapers.ushmm.org/article/15275,https://newspapers.ushmm.org/manager/article/photo/12089/original,n,n,40.813615,-96.702606,[0],
15165,News Article,The Indianapolis Star,Indianapolis,Indiana,18-Dec-42,11,"U.S., ALLIES VOW NAZI RETRIBUTION",Join In Condemning Hitler's Treatment of Jews,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Jenna Auber,https://newspapers.ushmm.org/article/15165,https://www.newspapers.com/clip/17889700/us_allies_vow_nazi_retribution/,y,n,39.768402,-86.158078,[99],
14639,News Article,The Miami Herald/The Herald,Miami,Florida,18-Dec-42,A17,U.S. Assails Nazi Pogroms,United Nations Promise Retribution For Crimes Against Jews,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Library of Congress,Published,David Laks,https://newspapers.ushmm.org/article/14639,https://newspapers.ushmm.org/manager/article/photo/11578/original,y,n,25.7616788,-80.1918,[99],
13760,News Article,The Shreveport Times,Shreveport,Louisiana,18-Dec-42,17,NATIONS HIT NAZI POLICY TOWARD JEWS,Governments Pledge Just Retribution on Those Responsible,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Newspapers.com (https://www.newspapers.com),Published,Carlos Gimeno,https://newspapers.ushmm.org/article/13760,https://www.newspapers.com/clip/15477686/,y,y,32.5251506,-93.750189,[99],
13265,News Article,The Salt Lake Tribune,Salt+Lake+City,Utah,18-Dec-42,6,Allies Pledge Avenging of Slain Jews,"Steps Being Taken to Apprehend Guilty, Hull Asserts",AP,Allies Denounce Nazi Plan to Exterminate the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Rhys Schueren,https://newspapers.ushmm.org/article/13265,https://newspapers.ushmm.org/manager/article/photo/10590/original,n,n,40.7607783,-111.89106,[99],
12856,News Article,The Detroit News/The Detroit Evening News/The Evening News,Detroit,Michigan,18-Dec-42,20,Nazi Opressors of Jews Doomed in U.S. pledge,,AP,Allies Denounce Nazi Plan to Exterminate the Jews,Michigan State University Libraries (https://lib.msu.edu/),Published,Hunter Rogers,https://newspapers.ushmm.org/article/12856,https://newspapers.ushmm.org/manager/article/photo/10317/original,y,n,42.331426,-83.045764,[0],
