Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,User Comments,CM Comments,Page URL,Download File,Unnamed: 18,Missing,Other,Latitude,Longitude,Unnamed: 23,Wise,Discussion
14935,News Article,The Grand Rapids Press,Grand+Rapids,Michigan,25-Nov-42,1,Hear Hitler Orders Murder Of All Jews in Nazi Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Grand Rapids Public Library,Published,Austin Mazur,The article (bottom middle of the page) discussed how the Nazis had already exterminated almost 2 million of the total 4 million Jews that made up the Nazi occupied Europe.,"Austin, you did a good job entering in this submission. The only changes I made were taking out ""Washington"" in the byline (AP is all we need here) and changing the capitalization in the headline. We have this article already in the database. To try to avoid uploading material already on the website, please follow this guide: https://newspapers.ushmm.org/blog/2017/09/14/how-do-i-upload-articles-not-yet-in-the-database/   Thank you for your work! -Eric",https://newspapers.ushmm.org/article/14935,https://newspapers.ushmm.org/manager/article/photo/23129/original,,[98],"[1,1]",42.9633599,-85.6680863,SPECIAL,0,0
15507,News Article,The Newark Advocate and American Tribune,Newark,Ohio,25-Nov-42,1,Jews Learn Nazi Plan To Efface Race,Extinction Order By Hitler Sets Year-end To Finish Butchery,AP,Nazi Plan to Kill All Jews Confirmed,Muskingum Library,Published,Skyler Juhnke,"This is important, for it is claims that the Jews have finally learned about the mass killing of Jews that had happened throughout the war.","Good work, Skyler! -Eric",https://newspapers.ushmm.org/article/15507,https://newspapers.ushmm.org/manager/article/photo/23232/original,,"[6,7,8,9]","[1,0]",40.0581205,-82.4012642,,0,1
19629,News Article,Public Opinion Franklin Repository/The Chambersburg Public Opinion,Chambersburg,Pennsylvania,25-Nov-42,1,Race Extinction Order of Hitler Up for Scrutiny,Plan to Exterminate All Jews in Nazi-Occupied Europe Laid Before Committee,AP,Nazi Plan to Kill All Jews Confirmed,Coyle Free Library (http://www.fclspa.org/locations/coyle-free-library/),Published,Tara Quinlivan,"The editorial page on this date and the following days did not mention the article, which could be inferred to mean there was not much interest. The wording of the headline implies skepticism on the part of the Associate Press.  Notice the contrast in the category wording History Unfolded chose (Confirmed) versus the headline (Scrutinized). I've submitted the rest of the article in another submission as there was not an option to upload two images in one submission.","This is a great new find for us, Tara. Thank you for your thoughtful analysis. It is hard to know whether editorial decisions reflect or even correspond to general public interest in topics such as the Nazi plan to kill all Jews. -Eric",https://newspapers.ushmm.org/article/19629,https://www.newspapers.com/clip/66923788/,,[98],,39.9375911,-77.6611022,,0,0
19905,News Article,The La Crosse Tribune and Leader Press/The La Crosse Tribune (Sunday edition),La+Crosse,Wisconsin,25-Nov-42,11,"Two Million Jews Slaughtered, More Face Death Declares Dr. Stephen Wise",,AP,Nazi Plan to Kill All Jews Confirmed,Find Newspaper Archive (https://newspaperarchive.com/),Published,Susan T Hessel,"Rabbi Wise said state department officials had confirmed the authenticity of sources that revealed half of the estimated 4 million Jews in Nazi-occupied Europe had already been killed. He said ""Hitler was wrathful oat 'failure to complete the extermination immediately.'""",,https://newspapers.ushmm.org/article/19905,https://www.newspapers.com/clip/71116230/,,"[8,9]","[1,1]",43.8137751,-91.2519017,,1,0
21822,News Article,The Binghamton Press,Binghamton+,New+York,25-Nov-42,16,"Extermination of Jews Is Aim, Says Dr. Wise",All Now in Nazi-Occupied Lands Doomed Under Hitler's Orders,AP,Nazi Plan to Kill All Jews Confirmed,http://fultonhistory.com/Fulton.html,Published,Aidan Delaney,This article is important and relevant because it goes into the detail of Dr. Wise talking about the German plan to kill the Jews.,"You are the first person to find and upload this article. Great work, Aidan! -Eric",https://newspapers.ushmm.org/article/21822,https://www.newspapers.com/clip/87510072/the-sacramento-bee/,,[0],"[1,1]",42.0986867,-75.9179738,,1,0
22348,News Article,Pittsburgh Post-Gazette,Pittsburgh,Pennsylvania,25-Nov-42,,Hitler Edict to Kill All Jews Revealed,,AP,Nazi Plan to Kill All Jews Confirmed,Carnegie Library of Pittsburgh,Published,Samantha Greiner,,"Hi Samantha,
Great find. Your article has been published..
Peter G.",https://newspapers.ushmm.org/article/22348,,,"[8,9]","[1,1]",40.4406248,-79.9958864,,0,0
22964,News Article,Wausau Daily Record-Herald,Wausau,Wisconsin,25-Nov-42,1,Over 2 Million Jews Slain by Nazis,Race extermination charges confirmed by state department,AP,Nazi Plan to Kill All Jews Confirmed,Wisconsin Historical Society,Published,Arthur Waldman,,Wonderful work Arthur! Thank you for taking the time to resubmit both articles! Keep up the great work! -Megan,https://newspapers.ushmm.org/article/22964,,,"[8,9]","[1,1]",44.9591352,-89.6301221,,0,0
26492,News Article,Aberdeen American-News,Aberdeen,South+Dakota,25-Nov-42,1,"2,000,000 Slaughtered in Jew Extermination Order",Head of Jewish Congress Says Hitler Has Marked 2 Million More For Death,AP,Nazi Plan to Kill All Jews Confirmed,Library of Congress,Published,Barbara Jaindl,"Backpage reporting unreadable because of poor scan quality; Term ""Final Solution"" not references","Hello Barbara, thank you for submitting this article! 
Right, the scan is not great, but I could find the same article in another South Dakota newspaper published on the same day, see https://www.newspapers.com/image/19342208/. This allowed me to confirm that AP was the wire service, not UP, so I edited the metadata you entered. Would you like to submit this article to the database? We have others from the Evening Huronite but not this one. –Nadia  ",https://newspapers.ushmm.org/article/26492,,,[98],"[1,1]",45.4646985,-98.4864829,,1,0
29037,News Article,The Christian Science Monitor,Boston,Massachusetts,25-Nov-42,7,Jews Explore Reported Plot By Nazis to Wipe Out People,,AP,Nazi Plan to Kill All Jews Confirmed,ProQuest Historical Newspapers (www.proquest.com),Published,Taylor Horst,,,https://newspapers.ushmm.org/article/29037,,,[0],"[1,1]",42.3600825,-71.0588801,,0,1
49179,News Article,The Daily Home News/The Central New Jersey Home News,New+Brunswick,New+Jersey,25-Nov-42,3,Slaughter of 2 Million Jews Under Hitler Order Revealed,Details of Campaign to Exterminate Race in Nazi-Dominated Europe to Be Laid Before Committee,AP,Nazi Plan to Kill All Jews Confirmed,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/49179,,,[98],"[0,0]",40.4862157,-74.4518188,,0,0
49185,News Article,Elmira Star-Gazette,Elmira,New+York,25-Nov-42,2,"Hitler Orders Death for All European Jews, Says Dr. Wise",,AP,Nazi Plan to Kill All Jews Confirmed,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/49185,,,[99],"[1,1]",42.0897965,-76.8077338,,1,0
49227,News Article,The Ithaca Journal/ Ithaca Journal-News,Ithaca,New+York,25-Nov-42,1,Nazis Accused of Planning To Kill Jews,,AP,Nazi Plan to Kill All Jews Confirmed,New York Public Library,Published,Sandra Auerbach,,"Wow, that headline might speak as much about The Ithaca Journal as it does about the Nazis. -Eric",https://newspapers.ushmm.org/article/49227,,,[98],"[1,1]",42.4439614,-76.5018807,,0,0
1,News Article,Alabama Journal,Montgomery,Alabama,25-Nov-42,3,Hitler Pushes Drive to Exterminate Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/415341045/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/415341045/?terms=wise%20%22details%20of%20a%22&match=1,,[7],"[1,0]",32.3792233,-86.3077368,,0,0
2,News Article,The Caledonian-Record,St.+Johnsbury,Vermont,25-Nov-42,1,Two Million Have Been Killed By Hitler's Order,Dr. Stephen S. Wise To Present Startling Facts Before Jewish Congress,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/660189900/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/660189900/?terms=wise%20%22details%20of%20a%22&match=1,,[0],"[1,1]",44.4192627,-72.0151184,,1,0
3,News Article,Kenosha News,Kenosha,Wisconsin,25-Nov-42,3,Hitler Campaign to Exterminate Jews Confirmed,"Report on How More Than 2,000,000 Have Been Slain Given by Dr. Wise",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/596139116/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/596139116/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",42.5847425,-87.8211854,,1,0
4,News Article,The Barre Daily Times,Barre,Vermont,25-Nov-42,1,Killing 100 Jews An Hour In War of Extermination,"Claim Made That 2,000,000 Jews Already Have Been Killed In Hitler's Plan.",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/660558818/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/660558818/?terms=wise%20%22details%20of%20a%22&match=1,,[0],"[1,1]",44.1970055,-72.5020494,,0,0
5,News Article,Lancaster New Era,Lancaster,Pennsylvania,25-Nov-42,1,All Jews in Nazi-Europe Declared Slated for Death,"Two Million Already Slain, Same Number Doomed to Die by End of Year Under Campaign of Extermination, Dr. Wise Asserts",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/560965334/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/560965334/?terms=wise%20%22details%20of%20a%22&match=1,,[9],"[1,1]",40.0378755,-76.3055144,,0,0
6,News Article,Marshfield News-Herald,Marshfield,Wisconsin,25-Nov-42,3,Wise Claims Nazis Plan to Exterminate All Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/267255497/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/267255497/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",44.6688524,-90.1717987,,1,0
7,News Article,The News,Paterson,New+Jersey,25-Nov-42,10,Committee to Get Slaughter Facts,Dr. Wise to Tell of Campaign to Exterminate Jews in Europe,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/526772908/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/526772908/?terms=wise%20%22details%20of%20a%22&match=1,,[0],"[1,1]",40.9167654,-74.171811,,1,1
8,News Article,Evansville Press,Evansville,Indiana,25-Nov-42,4,Plot To Erase Jews Revealed,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/763338129/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/763338129/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",37.9715592,-87.5710898,,0,0
9,News Article,The Dispatch,Moline,Illinois,25-Nov-42,16,Say Hitler Bent On Destroying All Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/339800124/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/339800124/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",41.5067003,-90.5151342,,0,0
10,News Article,Freeport Journal-Standard,Freeport,Illinois,25-Nov-42,3,Jewish Organizations Will Study Nazi Plan For Extermination,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/3205305/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/3205305/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",42.2966861,-89.6212271,,0,1
11,News Article,The Times,Streator,Illinois,25-Nov-42,1,Order All Jews in Nazi-Ruled Europe Killed,"More Than 2,000,000 Already Have Been Slaughtered By Hitler's Order",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/542788543/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/542788543/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",41.1208668,-88.835352,,0,0
12,News Article,The Record,Hackensack,New+Jersey,25-Nov-42,3,"Evidence On Nazi Slaughter of 2,000,000 In Poland To Be Laid Before U.S. Jews","Wise, Leaving Conferences in Washington, Says He Has Documentary Proof Of Hitler Order To Wipe Out Race",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/489757831/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/489757831/?terms=wise%20%22details%20of%20a%22&match=1,,[0],"[0,0]",40.8859325,-74.0434736,,1,0
13,News Article,The Minneapolis Star,Minneapolis,Minnesota,25-Nov-42,2,Hitler Order to Wipe Out Jews Bared,"Reports Confirmed, Leader Says",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/187588530/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/187588530/?terms=wise%20%22details%20of%20a%22&match=1,,[9],"[1,1]",44.977753,-93.2650108,,0,0
14,News Article,The Bristol News Bulletin,Bristol,Tennessee,25-Nov-42,3,Germans Will Exterminate All Jewry,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/584709424/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/584709424/?terms=wise%20%22details%20of%20a%22&match=1,,"[7,8,9]","[1,1]",36.5951059,-82.1887444,,0,0
15,News Article,Chippewa Herald-Telegram,Chippewa+Falls,Wisconsin,25-Nov-42,1,Insists Hitler Plans to Exterminate All Jews In Naziland This Year,Two Million Already Dead-Two Million Face Death Says Dr. Wise,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/417287012/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/417287012/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",44.9369054,-91.3929348,,1,0
16,News Article,St. Cloud Times,Saint+Cloud,Minnesota,25-Nov-42,1,Nazi Murder of Jews in Europe Stirs America,Hitler Reported to Have Directed End of Race by January 1.,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/222199059/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/222199059/?terms=wise%20%22details%20of%20a%22&match=1,,[0],"[1,1]",45.5579451,-94.1632404,,0,0
17,News Article,Fort Collins Coloradoan,Fort+Collins,Coloradoan,25-Nov-42,12,"Hitler Has Ordered Extermination of All Jews in Occupied Europe by Jan. 1, Dr. Wise Charges",,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/589370836/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/589370836/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",40.5751342,-105.0525817,,1,0
19,News Article,The Chickasha Daily Express,Chickasha,Oklahoma,25-Nov-42,4,Nazis Speeding Jew Slaughter,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/715175331/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/715175331/?terms=wise%20%22details%20of%20a%22&match=1,,"[6,7,8,9]","[1,1]",35.052565,-97.9364326,,0,0
20,News Article,Muncie Evening Press,Muncie,Indiana,25-Nov-42,1,Death for All Jews in Europe By Jan. 1 Decreed By Hitler,Victims Murdered by Injection of Air Bubbles,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/249258632/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/249258632/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[1,1]",40.1933767,-85.3863599,,0,0
21,News Article,Wichita Falls Times,Wichita,Texas,25-Nov-42,5,Dr. Wise Reveals Hitler Plan to Slay All Jews in Nazi-Occupied Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/774158727/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/774158727/?terms=wise%20%22details%20of%20a%22&match=1,,"[6,7,8,9]","[1,1]",33.9137085,-98.4933873,,1,0
22,News Article,Fremont Tribune,Fremont,Nebraska,25-Nov-42,3,All Jews Marked For Death,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/500153173/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/500153173/?terms=wise%20%22details%20of%20a%22&match=1,,"[7,8,9]","[1,1]",41.4333909,-96.4981467,,0,0
23,News Article,The Courier-News,Bridgewater,New+Jersey,25-Nov-42,5,Mass Murder of Jews by Nazis Reported,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/220012233/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/220012233/?terms=wise%20%22details%20of%20a%22&match=1,,"[7,8,9]","[0,0]",40.5939636,-74.6049061,,0,0
24,News Article,San Angelo Evening Standard,San+Angelo,Texas,25-Nov-42,13,Wise Says He Has Documentary Proof-Committee of Leading Jewish Organizations Will Hear Details Of Nazi Plan To Exterminate Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/779311984/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/779311984/?terms=wise%20%22details%20of%20a%22&match=1,,[0],"[0,0]",31.4637723,-100.4370375,,1,0
25,News Article,Los Angeles Evening Citizen News,Hollywood,California,25-Nov-42,2,Nazis Doom All Jews by End of Year,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/683780742/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/683780742/?terms=wise%20%22details%20of%20a%22&match=1,,"[8,9]","[0,0]",34.0928092,-118.3286614,,0,0
26,News Article,The Newport Daily Express,Newport,Vermont,25-Nov-42,2,All Jews in Occupied Europe Ordered Killed,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/659092271/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/659092271/?terms=wise%20%22details%20of%20a%22&match=1,,"[5,6,7,8,9]","[1,1]",44.9364356,-72.2051022,,0,0
27,News Article,The Kearney Daily Hub,Kearney,Nebraska,25-Nov-42,1,Hitler Plans Extermination of Jewish Race,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/708438358/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/708438358/?terms=wise%20%22details%20of%20a%22&match=1,,"[7,8,9]","[1,1]",40.6993303,-99.0816784,,0,0
28,News Article,The Sandusky Register,Sandusky,Ohio,25-Nov-42,7,Jews To Hear Full Details Of Slaughter,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/4509267/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/4509267/?terms=wise%20%22details%20of%20a%22&match=1,,"[6,7,8,9]","[0,0]",41.4561754,-82.7116821,,0,1
29,News Article,Chillicothe Gazette,Chillicothe,Ohio,25-Nov-42,1,Report Two Million Jews Slaughtered In Nazi Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/292197952/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/292197952/?terms=wise%20%22details%20of%20a%22&match=1,,"[6,7,8,9]","[0,0]",39.3331197,-82.9824019,,0,0
30,News Article,"Wilkes-Barre Times Leader, The Evening News",Wilkes-Barre,Pennsylvania,25-Nov-42,1,Jewish Groups To Discuss Campaign Against Their Race,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/425735228/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/425735228/?terms=wise%20%22details%20of%20a%22&match=1,,"[6,7,8,9]","[0,0]",41.2459149,-75.8813075,,0,1
31,News Article,The Marshall News Messenger,Marshall,Texas,25-Nov-42,2,Jews Will Study Nazi Slaughter Campaign,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/320137375/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/320137375/?terms=wise%20%22details%20of%20a%22&match=1,,"[3,4,5,6,7,8,9]","[1,1]",32.5448714,-94.3674184,,0,1
32,News Article,The Town Talk,Alexandria,Louisiana,25-Nov-42,1,Nazis in Campaign to Kill All Jews in Occupied Europe by End of Year,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/213987266/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/213987266/?terms=wise%20%22details%20of%20a%22&match=1,,[7],"[1,1]",31.3112936,-92.4451371,,0,0
33,News Article,Lancaster-Eagle Gazette,Lancaster,Ohio,25-Nov-42,2,Nazis Campaign to Exterminate All Jews in Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/295302927/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/295302927/?terms=wise%20%22details%20of%20a%22&match=1,,"[5,6,7,8,9]","[0,0]",39.7136754,-82.5993294,,0,0
34,News Article,The Grand Island Daily Independent,Grand+Island,Nebraska,25-Nov-42,1,Jews Will Air Nazi Campaign,Claim Germans Have Already Killed Two Million Jews in Occupied Countries,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Joel Lee,,,https://www.newspapers.com/image/693356577/?terms=wise%20%22details%20of%20a%22&match=1,https://www.newspapers.com/image/693356577/?terms=wise%20%22details%20of%20a%22&match=1,,"[7,8,9]","[0,0]",40.9263957,-98.3420118,,0,1